frame_id,x1,y1,x2,y2,bbox_id,confidence,lm_x1,lm_y1,lm_x2,lm_y2,lm_x3,lm_y3,lm_x4,lm_y4,lm_x5,lm_y5,yaw,pitch,roll
22,673.3027,109.91501,805.92405,280.7846,1.0,0.99905,719.97302,180.61372,764.43164,183.59082,741.73242,213.16823,723.28937,235.04903,756.20831,237.0063,3.62883,0.8858,4.92152
22,673.3027,109.91501,805.92405,280.7846,1.0,0.99905,719.97302,180.61372,764.43164,183.59082,741.73242,213.16823,723.28937,235.04903,756.20831,237.0063,3.62883,0.8858,4.92152
23,673.18342,109.9495,805.90827,280.91725,1.0,0.999,719.70123,180.63548,764.33582,183.57271,741.63751,212.9836,723.24866,235.08441,756.10089,237.00594,3.83386,1.46892,4.92586
23,673.18342,109.9495,805.90827,280.91725,1.0,0.999,719.70123,180.63548,764.33582,183.57271,741.63751,212.9836,723.24866,235.08441,756.10089,237.00594,3.83386,1.46892,4.92586
24,673.13555,109.90937,805.91611,280.92154,1.0,0.99903,719.77704,180.55428,764.33124,183.57956,741.57074,212.93054,723.00452,234.95833,756.07904,236.96629,2.87985,1.19442,5.0627
24,673.13555,109.90937,805.91611,280.92154,1.0,0.99903,719.77704,180.55428,764.33124,183.57956,741.57074,212.93054,723.00452,234.95833,756.07904,236.96629,2.87985,1.19442,5.0627
25,673.14474,110.01731,806.00499,280.97896,1.0,0.99907,719.80164,180.63454,764.39935,183.58537,741.6344,212.91046,723.19208,234.93773,756.20569,236.88231,3.72251,1.80237,4.86674
25,673.14474,110.01731,806.00499,280.97896,1.0,0.99907,719.80164,180.63454,764.39935,183.58537,741.6344,212.91046,723.19208,234.93773,756.20569,236.88231,3.72251,1.80237,4.86674
26,673.14536,110.03501,806.11807,281.13485,1.0,0.99909,719.75793,180.65387,764.34589,183.57855,741.47058,212.96948,723.24268,235.09052,756.06665,237.0226,4.04738,1.8346,4.75678
26,673.14536,110.03501,806.11807,281.13485,1.0,0.99909,719.75793,180.65387,764.34589,183.57855,741.47058,212.96948,723.24268,235.09052,756.06665,237.0226,4.04738,1.8346,4.75678
27,673.16752,110.24132,806.28274,281.12857,1.0,0.99894,719.74194,180.6447,764.37177,183.82823,741.31329,213.24825,723.17456,235.2002,755.79559,237.32451,3.56454,1.45171,5.26581
27,673.16752,110.24132,806.28274,281.12857,1.0,0.99894,719.74194,180.6447,764.37177,183.82823,741.31329,213.24825,723.17456,235.2002,755.79559,237.32451,3.56454,1.45171,5.26581
28,673.23109,110.62706,806.39305,281.39707,1.0,0.99882,719.77679,180.6403,764.37445,183.90962,741.14313,213.68665,723.16754,235.78638,755.73071,237.95546,3.59228,2.5921,5.17354
28,673.23109,110.62706,806.39305,281.39707,1.0,0.99882,719.77679,180.6403,764.37445,183.90962,741.14313,213.68665,723.16754,235.78638,755.73071,237.95546,3.59228,2.5921,5.17354
29,673.38306,110.64511,806.48168,281.32145,1.0,0.99866,719.45105,180.36139,763.83881,183.5551,740.62653,213.73608,722.39221,235.78052,755.34778,237.89301,7.62706,0.71207,2.85423
29,673.38306,110.64511,806.48168,281.32145,1.0,0.99866,719.45105,180.36139,763.83881,183.5551,740.62653,213.73608,722.39221,235.78052,755.34778,237.89301,7.62706,0.71207,2.85423
30,673.46455,110.69372,806.50744,281.29347,1.0,0.99865,719.46271,180.38275,763.86713,183.56441,740.6817,213.72398,722.44397,235.79826,755.40735,237.90111,8.69438,-0.04298,2.37306
30,673.46455,110.69372,806.50744,281.29347,1.0,0.99865,719.46271,180.38275,763.86713,183.56441,740.6817,213.72398,722.44397,235.79826,755.40735,237.90111,8.69438,-0.04298,2.37306
31,673.46975,110.81454,806.36838,281.3432,1.0,0.99847,719.54822,180.42644,763.98926,183.54721,740.94891,213.98569,722.66211,236.4108,755.71832,238.43361,6.92723,0.96508,2.78125
31,673.46975,110.81454,806.36838,281.3432,1.0,0.99847,719.54822,180.42644,763.98926,183.54721,740.94891,213.98569,722.66211,236.4108,755.71832,238.43361,6.92723,0.96508,2.78125
32,673.48466,111.64215,806.42888,281.95528,1.0,0.99845,719.16968,182.63052,763.65948,184.80472,741.3703,214.57523,724.67615,236.51297,754.80164,237.74014,5.47453,1.6834,3.00398
32,673.48466,111.64215,806.42888,281.95528,1.0,0.99845,719.16968,182.63052,763.65948,184.80472,741.3703,214.57523,724.67615,236.51297,754.80164,237.74014,5.47453,1.6834,3.00398
33,673.23307,111.19316,806.21563,281.80124,1.0,0.99858,719.17432,180.24486,763.93384,183.5074,740.58588,214.1214,722.08698,236.91803,755.32709,239.05946,6.51869,1.5336,3.00029
33,673.23307,111.19316,806.21563,281.80124,1.0,0.99858,719.17432,180.24486,763.93384,183.5074,740.58588,214.1214,722.08698,236.91803,755.32709,239.05946,6.51869,1.5336,3.00029
34,673.03523,110.55256,806.15563,281.33134,1.0,0.9986,718.85297,180.40216,763.90179,183.30656,740.66736,213.89563,722.21252,237.06726,755.50159,238.95818,4.66847,2.02251,3.39381
34,673.03523,110.55256,806.15563,281.33134,1.0,0.9986,718.85297,180.40216,763.90179,183.30656,740.66736,213.89563,722.21252,237.06726,755.50159,238.95818,4.66847,2.02251,3.39381
35,672.90779,111.42167,806.18788,282.23328,1.0,0.99847,718.51227,183.20244,763.46875,184.72487,741.23663,214.9239,724.89301,238.00018,754.7821,238.66492,4.43233,1.14665,4.0906
35,672.90779,111.42167,806.18788,282.23328,1.0,0.99847,718.51227,183.20244,763.46875,184.72487,741.23663,214.9239,724.89301,238.00018,754.7821,238.66492,4.43233,1.14665,4.0906
36,672.80149,111.46901,806.22076,282.17572,1.0,0.99862,718.29956,183.06395,763.21954,184.57439,741.09412,214.98334,724.61078,237.60336,754.67365,238.285,4.81826,1.41075,4.36072
36,672.80149,111.46901,806.22076,282.17572,1.0,0.99862,718.29956,183.06395,763.21954,184.57439,741.09412,214.98334,724.61078,237.60336,754.67365,238.285,4.81826,1.41075,4.36072
37,672.70472,111.50137,806.18838,282.08994,1.0,0.99862,718.18292,183.16377,763.13647,184.6857,740.91034,214.9697,724.62457,237.58261,754.57117,238.26701,4.44287,1.98804,4.29723
37,672.70472,111.50137,806.18838,282.08994,1.0,0.99862,718.18292,183.16377,763.13647,184.6857,740.91034,214.9697,724.62457,237.58261,754.57117,238.26701,4.44287,1.98804,4.29723
38,672.60327,111.37138,805.87301,281.38561,1.0,0.99854,718.15277,182.70583,762.63196,184.07013,740.74353,214.13893,724.61322,236.35805,754.2027,236.95572,4.33555,2.54688,3.86394
38,672.60327,111.37138,805.87301,281.38561,1.0,0.99854,718.15277,182.70583,762.63196,184.07013,740.74353,214.13893,724.61322,236.35805,754.2027,236.95572,4.33555,2.54688,3.86394
39,672.46925,111.28088,805.73858,281.26928,1.0,0.99852,717.56812,182.88141,762.29218,183.74376,740.53149,214.14868,724.47009,237.00395,754.41632,237.19215,3.99433,3.08148,3.53373
39,672.46925,111.28088,805.73858,281.26928,1.0,0.99852,717.56812,182.88141,762.29218,183.74376,740.53149,214.14868,724.47009,237.00395,754.41632,237.19215,3.99433,3.08148,3.53373
40,672.34646,110.38723,805.66633,280.61583,1.0,0.99862,718.13318,180.26614,762.79132,182.23953,739.89575,212.81606,722.21283,236.53368,755.21759,237.77127,4.23099,3.77399,3.24786
40,672.34646,110.38723,805.66633,280.61583,1.0,0.99862,718.13318,180.26614,762.79132,182.23953,739.89575,212.81606,722.21283,236.53368,755.21759,237.77127,4.23099,3.77399,3.24786
41,671.61557,109.91684,805.09538,280.64386,1.0,0.9986,718.23083,182.32863,762.79712,183.13432,741.92572,212.66309,723.67609,236.65439,754.49579,237.46806,5.56708,3.07489,3.61375
41,671.61557,109.91684,805.09538,280.64386,1.0,0.9986,718.23083,182.32863,762.79712,183.13432,741.92572,212.66309,723.67609,236.65439,754.49579,237.46806,5.56708,3.07489,3.61375
42,671.56986,109.59057,805.20235,280.15356,1.0,0.99876,717.91357,180.50641,762.24292,181.75224,740.16876,212.03836,722.57056,236.32376,755.45898,237.00734,4.15084,2.77245,3.32549
42,671.56986,109.59057,805.20235,280.15356,1.0,0.99876,717.91357,180.50641,762.24292,181.75224,740.16876,212.03836,722.57056,236.32376,755.45898,237.00734,4.15084,2.77245,3.32549
43,670.96265,109.25277,804.66686,279.95591,1.0,0.99873,717.8042,181.93666,761.89508,182.41985,741.32025,211.16591,723.72412,235.05229,754.1391,235.61667,3.02138,2.38108,3.99374
43,670.96265,109.25277,804.66686,279.95591,1.0,0.99873,717.8042,181.93666,761.89508,182.41985,741.32025,211.16591,723.72412,235.05229,754.1391,235.61667,3.02138,2.38108,3.99374
44,670.20532,108.78549,804.4026,279.82889,1.0,0.99875,717.0556,181.85359,761.9491,182.14589,741.10413,211.41841,723.4306,235.4579,754.19104,235.8481,4.38028,2.55704,4.18817
44,670.20532,108.78549,804.4026,279.82889,1.0,0.99875,717.0556,181.85359,761.9491,182.14589,741.10413,211.41841,723.4306,235.4579,754.19104,235.8481,4.38028,2.55704,4.18817
45,669.26983,108.45373,804.11671,279.88029,1.0,0.99869,716.23499,181.4599,761.48083,180.97301,741.02466,209.64638,723.92365,235.00214,754.49475,234.83325,2.96587,3.04248,4.85509
45,669.26983,108.45373,804.11671,279.88029,1.0,0.99869,716.23499,181.4599,761.48083,180.97301,741.02466,209.64638,723.92365,235.00214,754.49475,234.83325,2.96587,3.04248,4.85509
46,668.6678,108.14898,804.02464,279.64296,1.0,0.99881,715.68091,181.55959,760.97296,180.59299,740.56799,208.84038,723.89783,234.40222,754.245,233.8584,3.90649,3.13654,4.08822
46,668.6678,108.14898,804.02464,279.64296,1.0,0.99881,715.68091,181.55959,760.97296,180.59299,740.56799,208.84038,723.89783,234.40222,754.245,233.8584,3.90649,3.13654,4.08822
47,668.22635,107.82548,803.65709,279.13812,1.0,0.99889,715.59906,181.34506,760.65485,180.30589,740.39893,208.14749,723.83472,233.58408,753.94928,232.93459,3.8874,3.47763,4.83949
47,668.22635,107.82548,803.65709,279.13812,1.0,0.99889,715.59906,181.34506,760.65485,180.30589,740.39893,208.14749,723.83472,233.58408,753.94928,232.93459,3.8874,3.47763,4.83949
48,667.57566,107.0542,803.24108,278.62074,1.0,0.999,714.98767,181.30724,760.60077,179.60974,740.65753,208.16684,724.12946,234.28668,754.47546,233.05328,3.70166,3.26383,3.63737
48,667.57566,107.0542,803.24108,278.62074,1.0,0.999,714.98767,181.30724,760.60077,179.60974,740.65753,208.16684,724.12946,234.28668,754.47546,233.05328,3.70166,3.26383,3.63737
49,666.93093,106.96024,803.01917,279.36806,1.0,0.99896,714.39709,181.23083,760.03662,178.5955,740.68457,208.69005,724.61859,235.81094,754.51514,233.76404,4.99409,3.71388,4.33591
49,666.93093,106.96024,803.01917,279.36806,1.0,0.99896,714.39709,181.23083,760.03662,178.5955,740.68457,208.69005,724.61859,235.81094,754.51514,233.76404,4.99409,3.71388,4.33591
50,666.40942,106.93537,802.86122,279.90045,1.0,0.99899,714.1076,181.13942,759.89569,178.3123,740.45239,208.1571,724.65338,235.57817,754.29736,233.37495,4.90289,2.93708,3.65815
50,666.40942,106.93537,802.86122,279.90045,1.0,0.99899,714.1076,181.13942,759.89569,178.3123,740.45239,208.1571,724.65338,235.57817,754.29736,233.37495,4.90289,2.93708,3.65815
51,665.9784,106.83489,802.79086,280.05523,1.0,0.99889,713.64966,181.64584,759.64368,177.90306,740.43365,207.80693,725.22601,235.62325,755.03143,232.68611,5.54477,2.57588,3.6449
51,665.9784,106.83489,802.79086,280.05523,1.0,0.99889,713.64966,181.64584,759.64368,177.90306,740.43365,207.80693,725.22601,235.62325,755.03143,232.68611,5.54477,2.57588,3.6449
52,665.63561,106.5548,802.5843,279.48644,1.0,0.999,713.29242,181.46933,759.39764,177.31186,740.27362,206.93204,725.13202,234.85362,755.21228,231.60635,5.29106,4.15053,3.97102
52,665.63561,106.5548,802.5843,279.48644,1.0,0.999,713.29242,181.46933,759.39764,177.31186,740.27362,206.93204,725.13202,234.85362,755.21228,231.60635,5.29106,4.15053,3.97102
53,665.34317,106.31034,802.80334,279.5009,1.0,0.99897,712.58582,181.59521,758.78558,176.79723,739.63275,206.81647,725.16425,235.35063,754.95111,231.60413,7.08054,2.71726,3.53675
53,665.34317,106.31034,802.80334,279.5009,1.0,0.99897,712.58582,181.59521,758.78558,176.79723,739.63275,206.81647,725.16425,235.35063,754.95111,231.60413,7.08054,2.71726,3.53675
54,664.70128,106.34663,802.74404,279.99012,1.0,0.99895,711.88446,181.726,758.52478,176.35081,739.63879,206.93111,725.28271,236.33852,755.14978,232.06703,5.81618,3.25215,3.32927
54,664.70128,106.34663,802.74404,279.99012,1.0,0.99895,711.88446,181.726,758.52478,176.35081,739.63879,206.93111,725.28271,236.33852,755.14978,232.06703,5.81618,3.25215,3.32927
55,664.41924,106.03182,802.67592,279.72752,1.0,0.99896,711.70233,181.53877,758.03558,175.70671,739.48578,206.30202,725.58856,235.66702,755.38562,231.03874,6.45349,2.66755,4.35349
55,664.41924,106.03182,802.67592,279.72752,1.0,0.99896,711.70233,181.53877,758.03558,175.70671,739.48578,206.30202,725.58856,235.66702,755.38562,231.03874,6.45349,2.66755,4.35349
56,663.85559,105.95131,802.48892,279.79376,1.0,0.99901,711.19641,181.81616,758.04053,175.23732,739.5625,206.00395,725.73499,236.01219,755.47992,230.83699,5.42079,3.04355,4.50957
56,663.85559,105.95131,802.48892,279.79376,1.0,0.99901,711.19641,181.81616,758.04053,175.23732,739.5625,206.00395,725.73499,236.01219,755.47992,230.83699,5.42079,3.04355,4.50957
57,663.21474,105.83212,802.39833,280.08788,1.0,0.99897,710.71643,181.64249,758.19855,174.99997,739.59119,206.17728,725.23541,236.38474,755.25427,231.1609,7.80072,2.20869,4.1014
57,663.21474,105.83212,802.39833,280.08788,1.0,0.99897,710.71643,181.64249,758.19855,174.99997,739.59119,206.17728,725.23541,236.38474,755.25427,231.1609,7.80072,2.20869,4.1014
58,662.98307,105.38135,802.32531,279.72445,1.0,0.99897,710.95178,181.65256,757.93829,174.73535,739.8053,206.1418,725.76465,235.95351,755.61884,230.49045,7.89322,2.96477,2.99088
58,662.98307,105.38135,802.32531,279.72445,1.0,0.99897,710.95178,181.65256,757.93829,174.73535,739.8053,206.1418,725.76465,235.95351,755.61884,230.49045,7.89322,2.96477,2.99088
59,662.63141,105.02498,802.35777,279.63409,1.0,0.99902,710.63037,181.54277,757.77631,174.49341,739.88879,206.28305,725.95593,236.27214,755.98676,230.71655,8.93974,1.90471,2.64175
59,662.63141,105.02498,802.35777,279.63409,1.0,0.99902,710.63037,181.54277,757.77631,174.49341,739.88879,206.28305,725.95593,236.27214,755.98676,230.71655,8.93974,1.90471,2.64175
60,661.96259,105.0578,802.00272,279.83865,1.0,0.99906,710.39954,181.73294,757.73645,174.24896,740.2428,206.15799,726.30811,236.68204,756.21771,230.81921,9.19647,2.22691,2.79307
60,661.96259,105.0578,802.00272,279.83865,1.0,0.99906,710.39954,181.73294,757.73645,174.24896,740.2428,206.15799,726.30811,236.68204,756.21771,230.81921,9.19647,2.22691,2.79307
61,661.22032,105.00489,801.53203,280.12985,1.0,0.99905,710.12488,181.85236,757.61029,174.04037,740.54419,206.01367,726.46387,236.84628,756.39221,230.74557,9.0957,1.58319,2.67666
61,661.22032,105.00489,801.53203,280.12985,1.0,0.99905,710.12488,181.85236,757.61029,174.04037,740.54419,206.01367,726.46387,236.84628,756.39221,230.74557,9.0957,1.58319,2.67666
62,660.97048,104.96649,801.32615,279.84738,1.0,0.99902,710.05969,181.98108,757.25787,173.56979,740.6026,205.53743,727.30304,236.12239,756.83508,229.59633,8.42018,1.91586,2.6124
62,660.97048,104.96649,801.32615,279.84738,1.0,0.99902,710.05969,181.98108,757.25787,173.56979,740.6026,205.53743,727.30304,236.12239,756.83508,229.59633,8.42018,1.91586,2.6124
63,661.0668,104.84651,801.28411,279.31804,1.0,0.99905,710.01788,181.85699,756.89789,173.26187,740.2251,204.89211,727.28827,235.23332,756.8053,228.58945,10.40749,0.99026,2.21446
63,661.0668,104.84651,801.28411,279.31804,1.0,0.99905,710.01788,181.85699,756.89789,173.26187,740.2251,204.89211,727.28827,235.23332,756.8053,228.58945,10.40749,0.99026,2.21446
64,661.06491,104.89937,801.27434,278.76213,1.0,0.99901,709.31836,181.97653,756.28015,173.06339,739.63715,204.15979,727.50275,234.84367,757.26062,227.9236,6.88927,1.98763,3.0265
64,661.06491,104.89937,801.27434,278.76213,1.0,0.99901,709.31836,181.97653,756.28015,173.06339,739.63715,204.15979,727.50275,234.84367,757.26062,227.9236,6.88927,1.98763,3.0265
65,660.49311,105.05851,800.80168,279.1693,1.0,0.99909,709.26556,181.85034,756.31976,172.55286,740.198,204.62675,727.80768,235.69211,756.93182,228.51256,9.83243,0.17745,2.85059
65,660.49311,105.05851,800.80168,279.1693,1.0,0.99909,709.26556,181.85034,756.31976,172.55286,740.198,204.62675,727.80768,235.69211,756.93182,228.51256,9.83243,0.17745,2.85059
66,660.22462,105.12693,800.46231,279.22494,1.0,0.99906,709.62787,182.26649,756.21344,172.76994,740.71167,204.79465,729.01532,236.02634,757.60162,228.686,5.65947,2.1774,3.42221
66,660.22462,105.12693,800.46231,279.22494,1.0,0.99906,709.62787,182.26649,756.21344,172.76994,740.71167,204.79465,729.01532,236.02634,757.60162,228.686,5.65947,2.1774,3.42221
67,660.05447,105.13924,800.1189,279.10026,1.0,0.99904,710.26898,183.00661,756.32098,173.11163,741.63892,205.10484,729.68182,235.89449,758.09674,228.33537,3.1125,2.49525,3.32286
67,660.05447,105.13924,800.1189,279.10026,1.0,0.99904,710.26898,183.00661,756.32098,173.11163,741.63892,205.10484,729.68182,235.89449,758.09674,228.33537,3.1125,2.49525,3.32286
68,659.56241,105.5975,799.66664,279.40553,1.0,0.99888,710.03845,183.63124,756.53876,172.79932,742.57782,205.30119,730.53162,236.46606,759.01178,228.30296,0.88271,3.01324,3.8738
68,659.56241,105.5975,799.66664,279.40553,1.0,0.99888,710.03845,183.63124,756.53876,172.79932,742.57782,205.30119,730.53162,236.46606,759.01178,228.30296,0.88271,3.01324,3.8738
69,658.81061,105.93401,799.26066,280.40025,1.0,0.99867,710.03961,184.54552,756.70465,173.1465,744.00824,206.70471,731.59833,238.44139,760.32202,229.8222,3.86475,0.66813,2.95795
69,658.81061,105.93401,799.26066,280.40025,1.0,0.99867,710.03961,184.54552,756.70465,173.1465,744.00824,206.70471,731.59833,238.44139,760.32202,229.8222,3.86475,0.66813,2.95795
70,657.96879,106.72005,799.01782,281.4985,1.0,0.9987,709.68506,185.38841,756.78668,173.14882,744.56348,206.58287,731.87109,238.52849,760.99457,229.28738,1.76486,0.52874,3.36848
70,657.96879,106.72005,799.01782,281.4985,1.0,0.9987,709.68506,185.38841,756.78668,173.14882,744.56348,206.58287,731.87109,238.52849,760.99457,229.28738,1.76486,0.52874,3.36848
71,657.44647,106.9587,799.13005,281.57895,1.0,0.99861,709.16138,185.87431,756.37933,172.72473,744.38013,206.6506,732.1983,238.33937,761.53577,228.53027,1.80482,-0.27205,3.41897
71,657.44647,106.9587,799.13005,281.57895,1.0,0.99861,709.16138,185.87431,756.37933,172.72473,744.38013,206.6506,732.1983,238.33937,761.53577,228.53027,1.80482,-0.27205,3.41897
